"","state","sex","SL_mm","FL_mm","TL_mm","wet_weight_grams","no_rings","margin_code","date","month","fi_dependent","biological_age","fractional_age","state_no","Lat","Lon"
"34","AL","M",NA,347,NA,960,3,4,2003-11-12,11,"FI",3,3.61643835616438,8,30.3395260379587,-88.0255754693607
"35","AL","F",NA,465,NA,2590,4,4,2003-11-13,11,"FI",4,4.61917808219178,8,30.3395260379587,-88.0255754693607
"36","AL","U",NA,117,NA,40,0,4,2003-12-01,12,"FI",0,0.668493150684932,8,30.3395260379587,-88.0255754693607
"37","AL","M",NA,410,NA,1640,3,4,2003-12-01,12,"FI",3,3.66849315068493,8,30.3395260379587,-88.0255754693607
"38","AL","M",NA,363,NA,1240,4,4,2004-02-05,2,"FI",5,4.84931506849315,8,30.3395260379587,-88.0255754693607
"39","AL","M",NA,439,NA,1970,4,4,2004-02-05,2,"FI",5,4.84931506849315,8,30.3395260379587,-88.0255754693607
"40","AL","F",NA,305,NA,730,3,1,2004-02-05,2,"FI",3,2.84931506849315,8,30.3395260379587,-88.0255754693607
"41","AL","F",NA,297,NA,700,2,4,2004-02-05,2,"FI",3,2.84931506849315,8,30.3395260379587,-88.0255754693607
"42","AL","U",NA,229,NA,310,1,4,2004-02-18,2,"FI",2,1.88493150684932,8,30.3395260379587,-88.0255754693607
"43","AL","U",NA,250,NA,420,1,4,2004-02-18,2,"FI",2,1.88493150684932,8,30.3395260379587,-88.0255754693607
"44","AL","U",NA,239,259,320,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"45","AL","U",NA,240,NA,330,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"46","AL","U",NA,304,334,670,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"47","AL","M",NA,359,395,1150,4,4,2004-02-27,2,"FI",5,4.90958904109589,8,30.3395260379587,-88.0255754693607
"48","AL","M",NA,269,296,460,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"49","AL","M",NA,269,299,470,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"50","AL","F",NA,260,290,440,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"51","AL","M",NA,416,460,1730,4,4,2004-02-27,2,"FI",5,4.90958904109589,8,30.3395260379587,-88.0255754693607
"52","AL","F",NA,275,299,500,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"53","AL","M",NA,357,394,1050,2,4,2004-02-27,2,"FI",3,2.90958904109589,8,30.3395260379587,-88.0255754693607
"54","AL","F",NA,337,371,960,4,4,2004-02-27,2,"FI",5,4.90958904109589,8,30.3395260379587,-88.0255754693607
"55","AL","F",NA,315,350,720,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"56","AL","M",NA,308,340,680,3,4,2004-02-27,2,"FI",4,3.90958904109589,8,30.3395260379587,-88.0255754693607
"57","AL","M",NA,290,320,580,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"58","AL","M",NA,342,375,980,2,4,2004-02-27,2,"FI",3,2.90958904109589,8,30.3395260379587,-88.0255754693607
"59","AL","M",NA,409,447,1630,3,4,2004-02-27,2,"FI",4,3.90958904109589,8,30.3395260379587,-88.0255754693607
"60","AL","M",NA,360,398,1150,3,4,2004-02-27,2,"FI",4,3.90958904109589,8,30.3395260379587,-88.0255754693607
"61","AL","M",NA,283,312,530,1,4,2004-02-27,2,"FI",2,1.90958904109589,8,30.3395260379587,-88.0255754693607
"62","AL","M",NA,351,388,1100,4,1,2004-02-27,2,"FI",4,3.90958904109589,8,30.3395260379587,-88.0255754693607
"63","AL","F",NA,253,282,400,2,1,2004-03-03,3,"FI",2,1.92328767123288,8,30.3395260379587,-88.0255754693607
"64","AL","M",NA,258,282,410,1,4,2004-03-03,3,"FI",2,1.92328767123288,8,30.3395260379587,-88.0255754693607
"65","AL","F",NA,292,325,660,1,4,2004-03-03,3,"FI",2,1.92328767123288,8,30.3395260379587,-88.0255754693607
"66","AL","F",NA,385,428,1380,3,4,2004-03-03,3,"FI",4,3.92328767123288,8,30.3395260379587,-88.0255754693607
"67","AL","F",NA,373,412,1370,3,4,2004-03-03,3,"FI",4,3.92328767123288,8,30.3395260379587,-88.0255754693607
"68","AL","M",NA,375,409,1150,3,4,2004-03-08,3,"FI",4,3.93698630136986,8,30.3395260379587,-88.0255754693607
"69","AL","F",NA,478,520,2900,4,4,2004-03-09,3,"FI",5,4.93972602739726,8,30.3395260379587,-88.0255754693607
"70","AL","F",NA,515,560,3850,5,1,2004-03-12,3,"FI",5,4.94794520547945,8,30.3395260379587,-88.0255754693607
"71","AL","F",NA,359,398,1240,5,1,2004-03-29,3,"FI",5,4.99452054794521,8,30.3395260379587,-88.0255754693607
"72","AL","M",NA,409,453,1500,4,4,2004-03-29,3,"FI",5,4.99452054794521,8,30.3395260379587,-88.0255754693607
"73","AL","M",NA,350,388,1120,4,4,2004-03-29,3,"FI",5,4.99452054794521,8,30.3395260379587,-88.0255754693607
"74","AL","M",NA,275,305,520,1,4,2004-03-29,3,"FI",2,1.99452054794521,8,30.3395260379587,-88.0255754693607
"75","AL","F",NA,395,430,1570,3,4,2004-03-29,3,"FI",4,3.99452054794521,8,30.3395260379587,-88.0255754693607
"76","AL","F",NA,325,362,940,4,4,2004-03-29,3,"FI",5,4.99452054794521,8,30.3395260379587,-88.0255754693607
"77","AL","F",NA,290,320,650,1,4,2004-03-29,3,"FI",2,1.99452054794521,8,30.3395260379587,-88.0255754693607
"78","AL","M",NA,340,372,930,2,4,2004-03-29,3,"FI",3,2.99452054794521,8,30.3395260379587,-88.0255754693607
"79","AL","M",NA,364,405,1200,5,4,2004-03-29,3,"FI",6,5.99452054794521,8,30.3395260379587,-88.0255754693607
"80","AL","M",NA,320,357,810,3,4,2004-03-29,3,"FI",4,3.99452054794521,8,30.3395260379587,-88.0255754693607
"81","AL","M",NA,310,340,680,3,4,2004-03-29,3,"FI",4,3.99452054794521,8,30.3395260379587,-88.0255754693607
"82","AL","F",NA,283,310,580,2,4,2004-03-29,3,"FI",3,2.99452054794521,8,30.3395260379587,-88.0255754693607
"83","AL","F",NA,338,375,930,3,4,2004-03-29,3,"FI",4,3.99452054794521,8,30.3395260379587,-88.0255754693607
"84","AL","F",NA,319,351,800,3,4,2004-03-29,3,"FI",4,3.99452054794521,8,30.3395260379587,-88.0255754693607
"85","AL","F",NA,237,261,330,1,4,2004-03-29,3,"FI",2,1.99452054794521,8,30.3395260379587,-88.0255754693607
"86","AL","F",NA,266,295,490,2,1,2004-04-08,4,"FI",2,2.02191780821918,8,30.3395260379587,-88.0255754693607
"87","AL","U",NA,233,248,270,2,1,2004-04-19,4,"FI",2,2.05205479452055,8,30.3395260379587,-88.0255754693607
"88","AL","M",NA,257,284,410,2,1,2004-04-19,4,"FI",2,2.05205479452055,8,30.3395260379587,-88.0255754693607
"89","AL","U",NA,255,282,430,2,1,2004-04-19,4,"FI",2,2.05205479452055,8,30.3395260379587,-88.0255754693607
"90","AL","M",NA,320,352,860,4,1,2004-04-19,4,"FI",4,4.05205479452055,8,30.3395260379587,-88.0255754693607
"91","AL","M",NA,295,325,700,2,1,2004-04-19,4,"FI",2,2.05205479452055,8,30.3395260379587,-88.0255754693607
"92","AL","M",NA,257,284,460,2,1,2004-04-19,4,"FI",2,2.05205479452055,8,30.3395260379587,-88.0255754693607
"93","AL","M",NA,490,544,2650,6,1,2004-05-03,5,"FI",6,6.09041095890411,8,30.3395260379587,-88.0255754693607
"94","AL","F",NA,460,516,2390,5,1,2004-05-04,5,"FI",5,5.09315068493151,8,30.3395260379587,-88.0255754693607
"95","AL","F",NA,466,513,2230,5,1,2004-05-04,5,"FI",5,5.09315068493151,8,30.3395260379587,-88.0255754693607
"96","AL","M",NA,286,314,570,2,2,2004-05-11,5,"FI",2,2.11232876712329,8,30.3395260379587,-88.0255754693607
"97","AL","M",NA,365,400,1140,3,2,2004-05-11,5,"FI",3,3.11232876712329,8,30.3395260379587,-88.0255754693607
"98","AL","F",NA,360,395,1220,3,2,2004-05-11,5,"FI",3,3.11232876712329,8,30.3395260379587,-88.0255754693607
"99","AL","M",NA,254,277,380,2,1,2004-05-11,5,"FI",2,2.11232876712329,8,30.3395260379587,-88.0255754693607
"100","AL","M",NA,486,533,2540,12,2,2004-05-17,5,"FI",12,12.1287671232877,8,30.3395260379587,-88.0255754693607
"101","AL","M",NA,435,480,1870,4,1,2004-05-20,5,"FI",4,4.13698630136986,8,30.3395260379587,-88.0255754693607
"102","AL","F",NA,460,495,2338,8,1,2004-05-20,5,"FI",8,8.13698630136986,8,30.3395260379587,-88.0255754693607
"103","AL","M",NA,332,365,880,4,1,2004-05-20,5,"FI",4,4.13698630136986,8,30.3395260379587,-88.0255754693607
"104","AL","M",NA,389,430,1250,5,2,2004-05-20,5,"FI",5,5.13698630136986,8,30.3395260379587,-88.0255754693607
"105","AL","M",NA,341,374,890,4,2,2004-05-20,5,"FI",4,4.13698630136986,8,30.3395260379587,-88.0255754693607
"106","AL","U",NA,168,179,180,1,2,2004-05-26,5,"FI",1,1.15342465753425,8,30.3395260379587,-88.0255754693607
"107","AL","F",NA,266,297,480,2,2,2004-06-16,6,"FI",2,2.21095890410959,8,30.3395260379587,-88.0255754693607
"108","AL","F",NA,305,336,670,2,2,2004-06-16,6,"FI",2,2.21095890410959,8,30.3395260379587,-88.0255754693607
"109","AL","M",NA,399,442,1630,4,2,2004-07-06,7,"FI",4,4.26575342465753,8,30.3395260379587,-88.0255754693607
"110","AL","F",NA,334,NA,890,2,2,2004-08-16,8,"FI",2,2.37808219178082,8,30.3395260379587,-88.0255754693607
"111","AL","F",NA,322,NA,860,2,2,2004-08-16,8,"FI",2,2.37808219178082,8,30.3395260379587,-88.0255754693607
"112","AL","F",NA,458,502,2170,4,3,2004-09-08,9,"FI",4,4.44109589041096,8,30.3395260379587,-88.0255754693607
"113","AL","F",NA,314,341,740,2,3,2004-09-29,9,"FI",2,2.4986301369863,8,30.3395260379587,-88.0255754693607
"114","AL","M",NA,296,329,600,2,3,2004-10-07,10,"FI",2,2.52054794520548,8,30.3395260379587,-88.0255754693607
"115","AL","M",NA,312,344,730,2,4,2004-10-21,10,"FI",2,2.55890410958904,8,30.3395260379587,-88.0255754693607
"116","AL","F",NA,390,430,1270,5,4,2004-11-19,11,"FI",5,5.63835616438356,8,30.3395260379587,-88.0255754693607
"117","AL","F",NA,318,NA,700,2,4,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"118","AL","F",NA,292,NA,600,2,4,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"119","AL","M",NA,327,NA,900,2,4,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"120","AL","F",NA,343,NA,870,2,3,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"121","AL","M",NA,342,NA,970,2,4,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"122","AL","F",NA,335,NA,830,2,4,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"123","AL","F",NA,345,NA,1050,2,4,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"124","AL","F",NA,360,NA,1240,2,3,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"125","AL","F",NA,355,NA,1030,2,4,2004-11-29,11,"FI",2,2.66575342465753,8,30.3395260379587,-88.0255754693607
"126","AL","F",NA,305,336,610,2,4,2004-12-10,12,"FI",2,2.6958904109589,8,30.3395260379587,-88.0255754693607
"127","AL","F",NA,303,338,630,1,4,2004-12-10,12,"FI",1,1.6958904109589,8,30.3395260379587,-88.0255754693607
"128","AL","F",NA,462,521,2650,5,4,2005-01-20,1,"FI",6,5.80547945205479,8,30.3395260379587,-88.0255754693607
"129","AL","F",NA,426,478,1880,5,4,2005-01-20,1,"FI",6,5.80547945205479,8,30.3395260379587,-88.0255754693607
"130","AL","F",NA,450,495,2210,5,4,2005-01-20,1,"FI",6,5.80547945205479,8,30.3395260379587,-88.0255754693607
"131","AL","M",NA,471,522,2590,5,4,2005-02-22,2,"FI",6,5.8958904109589,8,30.3395260379587,-88.0255754693607
"132","AL","F",NA,455,NA,2730,4,4,2005-03-04,3,"FI",5,4.92328767123288,8,30.3395260379587,-88.0255754693607
"133","AL","F",NA,431,489,2010,4,4,2005-03-17,3,"FI",5,4.95890410958904,8,30.3395260379587,-88.0255754693607
"134","AL","F",NA,415,459,1680,2,4,2005-03-17,3,"FI",3,2.95890410958904,8,30.3395260379587,-88.0255754693607
"135","AL","F",NA,341,382,1070,2,4,2005-03-17,3,"FI",3,2.95890410958904,8,30.3395260379587,-88.0255754693607
"136","AL","M",NA,304,338,780,3,4,2005-03-18,3,"FI",4,3.96164383561644,8,30.3395260379587,-88.0255754693607
"137","AL","M",NA,320,357,780,2,4,2005-03-18,3,"FI",3,2.96164383561644,8,30.3395260379587,-88.0255754693607
"138","AL","M",NA,352,390,1040,2,4,2005-04-04,4,"FI",2,2.00821917808219,8,30.3395260379587,-88.0255754693607
"139","AL","F",NA,427,476,1590,4,4,2005-04-04,4,"FI",4,4.00821917808219,8,30.3395260379587,-88.0255754693607
"140","AL","F",NA,312,NA,900,2,4,2005-04-05,4,"FI",2,2.01095890410959,8,30.3395260379587,-88.0255754693607
"141","AL","M",NA,335,NA,850,3,1,2005-04-07,4,"FI",3,3.01643835616438,8,30.3395260379587,-88.0255754693607
"142","AL","F",NA,312,NA,760,3,1,2005-04-07,4,"FI",3,3.01643835616438,8,30.3395260379587,-88.0255754693607
"143","AL","M",NA,342,378,880,5,4,2005-04-08,4,"FI",5,5.01917808219178,8,30.3395260379587,-88.0255754693607
"144","AL","F",NA,365,406,1210,3,1,2005-04-08,4,"FI",3,3.01917808219178,8,30.3395260379587,-88.0255754693607
"145","AL","F",NA,380,410,1310,3,4,2005-04-08,4,"FI",3,3.01917808219178,8,30.3395260379587,-88.0255754693607
"146","AL","M",NA,360,397,1020,2,4,2005-04-08,4,"FI",2,2.01917808219178,8,30.3395260379587,-88.0255754693607
"147","AL","M",NA,404,448,1540,2,4,2005-04-13,4,"FI",2,2.03287671232877,8,30.3395260379587,-88.0255754693607
"148","AL","F",NA,344,395,950,2,4,2005-04-20,4,"FI",2,2.05205479452055,8,30.3395260379587,-88.0255754693607
"149","AL","F",NA,385,421,1500,2,4,2005-04-27,4,"FI",2,2.07123287671233,8,30.3395260379587,-88.0255754693607
"150","AL","M",NA,324,354,900,2,4,2005-05-04,5,"FI",2,2.09041095890411,8,30.3395260379587,-88.0255754693607
"151","AL","M",NA,295,317,690,3,1,2005-05-12,5,"FI",3,3.11232876712329,8,30.3395260379587,-88.0255754693607
"152","AL","F",NA,274,300,470,2,1,2005-05-13,5,"FI",2,2.11506849315069,8,30.3395260379587,-88.0255754693607
"153","AL","U",NA,160,172,110,NA,NA,2005-05-23,5,"FI",NA,NA,8,30.3395260379587,-88.0255754693607
"154","AL","F",NA,374,409,1350,4,1,2005-05-24,5,"FI",4,4.14520547945205,8,30.3395260379587,-88.0255754693607
"155","AL","U",NA,275,298,510,2,1,2005-05-31,5,"FI",2,2.16438356164384,8,30.3395260379587,-88.0255754693607
"156","AL","U",NA,148,160,90,1,1,2005-05-31,5,"FI",1,1.16438356164384,8,30.3395260379587,-88.0255754693607
"157","AL","M",NA,375,417,1280,3,1,2005-06-01,6,"FI",3,3.16712328767123,8,30.3395260379587,-88.0255754693607
"158","AL","M",NA,342,388,970,2,4,2005-06-01,6,"FI",2,2.16712328767123,8,30.3395260379587,-88.0255754693607
"159","AL","M",NA,335,305,650,1,4,2005-06-01,6,"FI",1,1.16712328767123,8,30.3395260379587,-88.0255754693607
"160","AL","F",NA,320,348,770,2,4,2005-06-07,6,"FI",2,2.18356164383562,8,30.3395260379587,-88.0255754693607
"161","AL","U",NA,305,338,740,3,1,2005-06-24,6,"FI",3,3.23013698630137,8,30.3395260379587,-88.0255754693607
"162","AL","F",NA,520,550,3360,15,2,2005-08-10,8,"FI",15,15.358904109589,8,30.3395260379587,-88.0255754693607
"163","AL","M",NA,351,389,980,3,2,2005-09-28,9,"FI",3,3.49315068493151,8,30.3395260379587,-88.0255754693607
"164","AL","F",NA,386,423,1250,5,2,2005-09-28,9,"FI",5,5.49315068493151,8,30.3395260379587,-88.0255754693607
"165","AL","F",NA,559,616,NA,9,3,2005-10-10,10,"FI",9,9.52602739726027,8,30.3395260379587,-88.0255754693607
"166","AL","U",NA,229,252,300,1,3,2005-10-26,10,"FI",1,1.56986301369863,8,30.3395260379587,-88.0255754693607
"167","AL","F",NA,372,419,1200,3,2,2005-10-27,10,"FI",3,3.57260273972603,8,30.3395260379587,-88.0255754693607
"168","AL","M",NA,483,528,2280,7,1,2005-11-04,11,"FI",7,7.59452054794521,8,30.3395260379587,-88.0255754693607
"169","AL","M",NA,356,383,1100,3,3,2005-11-14,11,"FI",3,3.62191780821918,8,30.3395260379587,-88.0255754693607
"170","AL","M",NA,372,404,1360,3,3,2005-11-15,11,"FI",3,3.62465753424658,8,30.3395260379587,-88.0255754693607
"171","AL","M",NA,407,450,1480,3,2,2005-11-15,11,"FI",3,3.62465753424658,8,30.3395260379587,-88.0255754693607
"172","AL","F",NA,397,NA,1480,3,3,2005-12-13,12,"FI",3,3.7013698630137,8,30.3395260379587,-88.0255754693607
"173","AL","M",NA,341,NA,940,2,3,2005-12-13,12,"FI",2,2.7013698630137,8,30.3395260379587,-88.0255754693607
"174","AL","F",NA,384,NA,1420,3,3,2005-12-13,12,"FI",3,3.7013698630137,8,30.3395260379587,-88.0255754693607
"175","AL","F",NA,468,NA,2780,6,3,2005-12-13,12,"FI",6,6.7013698630137,8,30.3395260379587,-88.0255754693607
"176","AL","F",NA,406,NA,1740,3,3,2005-12-13,12,"FI",3,3.7013698630137,8,30.3395260379587,-88.0255754693607
"177","AL","M",NA,399,445,1560,4,3,2006-01-18,1,"FI",5,4.8,8,30.3395260379587,-88.0255754693607
"178","AL","M",NA,371,411,1100,5,4,2006-01-18,1,"FI",6,5.8,8,30.3395260379587,-88.0255754693607
"179","AL","U",NA,376,418,NA,2,4,2006-02-07,2,"FI",3,2.85479452054795,8,30.3395260379587,-88.0255754693607
"180","AL","F",NA,463,510,NA,2,3,2006-02-07,2,"FI",3,2.85479452054795,8,30.3395260379587,-88.0255754693607
"181","AL","F",NA,453,500,2200,6,3,2006-02-08,2,"FI",7,6.85753424657534,8,30.3395260379587,-88.0255754693607
"182","AL","M",NA,406,442,1640,7,4,2006-02-08,2,"FI",8,7.85753424657534,8,30.3395260379587,-88.0255754693607
"183","AL","F",NA,476,522,2680,6,3,2006-02-08,2,"FI",7,6.85753424657534,8,30.3395260379587,-88.0255754693607
"184","AL","M",NA,405,445,1640,4,3,2006-02-08,2,"FI",5,4.85753424657534,8,30.3395260379587,-88.0255754693607
"185","AL","U",NA,192,207,160,0,4,2006-02-14,2,"FI",1,0.873972602739726,8,30.3395260379587,-88.0255754693607
"186","AL","U",NA,291,315,580,1,4,2006-02-16,2,"FI",2,1.87945205479452,8,30.3395260379587,-88.0255754693607
"187","AL","M",NA,284,312,580,2,4,2006-02-16,2,"FI",3,2.87945205479452,8,30.3395260379587,-88.0255754693607
"188","AL","M",NA,348,376,1020,3,4,2006-02-16,2,"FI",4,3.87945205479452,8,30.3395260379587,-88.0255754693607
"189","AL","M",NA,354,390,1100,2,4,2006-02-16,2,"FI",3,2.87945205479452,8,30.3395260379587,-88.0255754693607
"190","AL","U",NA,260,282,460,1,4,2006-02-16,2,"FI",2,1.87945205479452,8,30.3395260379587,-88.0255754693607
"191","AL","M",NA,296,324,660,1,4,2006-02-16,2,"FI",2,1.87945205479452,8,30.3395260379587,-88.0255754693607
"192","AL","F",NA,293,324,600,2,4,2006-03-06,3,"FI",3,2.92876712328767,8,30.3395260379587,-88.0255754693607
"193","AL","F",NA,350,389,1060,2,3,2006-03-13,3,"FI",3,2.94794520547945,8,30.3395260379587,-88.0255754693607
"194","AL","M",NA,300,339,700,3,3,2006-03-13,3,"FI",4,3.94794520547945,8,30.3395260379587,-88.0255754693607
"195","AL","M",NA,319,350,800,2,3,2006-03-13,3,"FI",3,2.94794520547945,8,30.3395260379587,-88.0255754693607
"196","AL","M",NA,355,398,1160,3,4,2006-03-13,3,"FI",4,3.94794520547945,8,30.3395260379587,-88.0255754693607
"197","AL","M",NA,355,394,1080,2,3,2006-03-13,3,"FI",3,2.94794520547945,8,30.3395260379587,-88.0255754693607
"198","AL","F",NA,356,NA,1000,3,4,2006-05-02,5,"FI",3,3.08493150684932,8,30.3395260379587,-88.0255754693607
"199","AL","M",NA,367,NA,1180,3,4,2006-05-02,5,"FI",3,3.08493150684932,8,30.3395260379587,-88.0255754693607
"200","AL","F",NA,365,NA,1160,3,4,2006-05-02,5,"FI",3,3.08493150684932,8,30.3395260379587,-88.0255754693607
"201","AL","M",NA,358,396,2250,4,1,2006-05-03,5,"FI",4,4.08767123287671,8,30.3395260379587,-88.0255754693607
"202","AL","M",NA,344,379,940,3,2,2006-05-05,5,"FI",3,3.09315068493151,8,30.3395260379587,-88.0255754693607
"203","AL","U",NA,287,NA,530,2,2,2006-06-07,6,"FI",2,2.18356164383562,8,30.3395260379587,-88.0255754693607
"204","AL","F",NA,344,NA,870,3,3,2006-06-07,6,"FI",3,3.18356164383562,8,30.3395260379587,-88.0255754693607
"205","AL","M",NA,393,NA,1590,5,2,2006-07-06,7,"FI",5,5.26301369863014,8,30.3395260379587,-88.0255754693607
"206","AL","U",NA,340,376,1120,2,3,2006-08-24,8,"FI",2,2.3972602739726,8,30.3395260379587,-88.0255754693607
"207","AL","F",NA,310,NA,810,2,3,2006-09-27,9,"FI",2,2.49041095890411,8,30.3395260379587,-88.0255754693607
"208","AL","F",NA,336,NA,850,2,3,2006-10-24,10,"FI",2,2.56438356164384,8,30.3395260379587,-88.0255754693607
"209","AL","F",NA,303,339,750,2,3,2006-12-11,12,"FI",2,2.6958904109589,8,30.3395260379587,-88.0255754693607
"210","AL","F",NA,475,520,3150,6,4,2007-01-23,1,"FI",7,6.81369863013699,8,30.3395260379587,-88.0255754693607
"211","AL","M",NA,399,439,1520,3,4,2007-03-20,3,"FI",4,3.96712328767123,8,30.3395260379587,-88.0255754693607
"212","AL","F",NA,451,495,2480,4,4,2007-03-20,3,"FI",5,4.96712328767123,8,30.3395260379587,-88.0255754693607
"213","AL","F",NA,381,425,1520,2,4,2007-03-20,3,"FI",3,2.96712328767123,8,30.3395260379587,-88.0255754693607
"214","AL","F",NA,358,393,1230,2,4,2007-03-20,3,"FI",3,2.96712328767123,8,30.3395260379587,-88.0255754693607
"215","AL","M",NA,459,NA,2480,4,4,2007-03-20,3,"FI",5,4.96712328767123,8,30.3395260379587,-88.0255754693607
"216","AL","F",NA,444,495,1970,5,2,2007-04-17,4,"FI",5,5.04383561643836,8,30.3395260379587,-88.0255754693607
"217","AL","F",NA,306,NA,780,3,2,2007-04-24,4,"FI",3,3.06301369863014,8,30.3395260379587,-88.0255754693607
