YEAR,AGID,SPNAME,MONTH,DAY,BATCH,ENVNO,WEIGHT,FORK,TOTAL,TOTAL2,SIZE,SEX,STAGE,COMMENT,FISHID,SPEC_GROUP,STRUC,WATER,GEAR,TYPE,AREA,GEARTYPE,SELECTED,READER1,READER1PREC,READER2,READER2PREC,OTOAGE,YOBOTO,OTOAGED,DIFFERENCE,selection.50
2013,21,Sheepshead,6,15,4185,2,,570,630,24.8,24,2,1,,201306244185002,356,1,307,20,C,BAY,GNHL,,18,,17,,18,1995,1,1,
2013,22,Sheepshead,6,19,41,1,,570,625,24.61,24,2,3,,201306190041001,356,1,306,20,R,BAY,GNHL,,22,21,22,22,22,1991,1,,1
2013,23,Sheepshead,6,20,2252,1,12.16,596,650,25.59,25,2,5,,201306202252001,356,1,306,142,C,BAY,GNHL,,18,,18,,18,1995,1,,
2013,24,Sheepshead,6,20,2252,2,9.14,524,575,22.64,22,1,2,,201306202252002,356,1,306,142,C,BAY,GNHL,,12,,12,,12,2001,1,,
2013,25,Sheepshead,6,20,2252,3,10.65,553,589,23.19,23,2,2,,201306202252003,356,1,306,142,C,BAY,GNHL,,16,,16,,16,1997,1,,
2013,26,Sheepshead,6,20,2252,4,1.18,255,282,11.1,11,2,2,,201306202252004,356,1,306,142,C,BAY,GNHL,,2,,2,,2,2011,1,,
2013,27,Sheepshead,6,20,2252,5,1.11,269,290,11.42,11,2,2,,201306202252005,356,1,306,142,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,28,Sheepshead,6,20,2252,6,1.09,278,290,11.42,11,2,2,,201306202252006,356,1,306,142,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,29,Sheepshead,6,22,4183,1,,516,566,22.28,22,2,3,,201306244183001,356,1,307,20,R,BAY,GNHL,,6,,6,,6,2007,1,,
2013,30,Sheepshead,6,23,4184,1,,551,596,23.46,23,1,2,,201306244184001,356,1,307,20,R,BAY,GNHL,,16,16,16,16,16,1997,1,,1
2013,31,Sheepshead,6,29,68,1,12,549,608,23.94,23,2,2,,201306290068001,356,1,307,20,R,BAY,GNHL,,16,,16,,16,1997,1,,
2013,34,Sheepshead,7,13,4230,1,,442,490,19.29,19,1,2,,201307174230001,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,35,Sheepshead,7,13,4230,2,,445,490,,19,1,2,,201307174230002,356,1,307,20,R,BAY,GNHL,,10,,10,,10,2003,1,,
2013,36,Sheepshead,7,14,4229,1,,508,565,,22,1,2,,201307174229001,356,1,307,20,R,BAY,GNHL,,16,,16,,16,1997,1,,
2013,37,Sheepshead,7,14,4229,2,,464,517,20.35,20,1,2,,201307174229002,356,1,307,20,R,BAY,GNHL,,7,7,7,7,7,2006,1,,1
2013,38,Sheepshead,7,14,4229,3,,559,618,24.33,24,1,2,,201307174229003,356,1,307,20,R,BAY,GNHL,,20,,20,,20,1993,1,,
2013,39,Sheepshead,7,14,4229,4,,493,551,21.69,21,1,2,,201307174229004,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,40,Sheepshead,7,21,83,1,,521,579,22.8,22,1,2,"""Mike Beane""",201307210083001,356,1,307,20,R,BAY,GNHL,,14,,14,,14,1999,1,,
2013,41,Sheepshead,7,21,83,2,,400,442,17.4,17,1,2,,201307210083002,356,1,307,20,R,BAY,GNHL,,6,5,6,6,6,2007,1,,1
2013,42,Sheepshead,7,21,83,3,,414,454,17.87,17,1,2,,201307210083003,356,1,307,20,R,BAY,GNHL,,5,,5,,5,2008,1,,
2013,43,Sheepshead,7,21,83,4,,521,568,22.36,22,2,4,,201307210083004,356,1,307,20,R,BAY,GNHL,,8,,8,,8,2005,1,,
2013,44,Sheepshead,7,21,83,5,,471,520,20.47,20,2,3,,201307210083005,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,45,Sheepshead,7,21,83,6,,461,509,20.04,20,2,5,,201307210083006,356,1,307,20,R,BAY,GNHL,,7,7,7,7,7,2006,1,,1
2013,46,Sheepshead,7,21,83,7,,540,595,23.43,23,2,5,,201307210083007,356,1,307,20,R,BAY,GNHL,,15,16,15,16,15,1998,1,,1
2013,47,Sheepshead,7,21,83,8,,440,490,19.29,19,2,2,,201307210083008,356,1,307,20,R,BAY,GNHL,,5,5,5,5,5,2008,1,,1
2013,48,Sheepshead,7,21,83,9,,402,443,17.44,17,2,2,,201307210083009,356,1,307,20,R,BAY,GNHL,,7,,7,,7,2006,1,,
2013,49,Sheepshead,7,23,4238,1,1.25,281,308,12.13,12,2,2,,201307244238001,356,1,307,70,C,BAY,OTHERS,,2,2,2,2,2,2011,1,,1
2013,50,Sheepshead,7,28,92,1,,478,521,20.51,20,2,,"""SCOTT WELCH""",201307280092001,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,51,Sheepshead,7,28,92,2,,485,535,21.06,21,2,,"""ONE OTOLITH""",201307280092002,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,52,Sheepshead,7,28,93,1,,511,562,22.13,22,2,,"""JAMES OLESKA""",201307280093001,356,1,307,20,R,BAY,GNHL,,8,8,8,8,8,2005,1,,1
2013,53,Sheepshead,7,28,93,2,,549,595,23.43,23,2,,,201307280093002,356,1,307,20,R,BAY,GNHL,,11,,11,,11,2002,1,,
2013,54,Sheepshead,8,3,121,1,,474,522,20.55,20,2,,"""1 OTOLITH BROKEN""",201308030121001,356,1,307,20,R,BAY,GNHL,,6,6,6,5,6,2007,1,,1
2013,55,Sheepshead,8,3,121,2,,422,472,18.58,18,1,,,201308030121002,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,56,Sheepshead,8,3,121,3,,466,513,20.2,20,2,,,201308030121003,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,57,Sheepshead,8,3,4248,1,,422,471,18.54,18,1,2,,201308054248001,356,1,307,20,C,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,58,Sheepshead,8,3,4248,2,,527,584,22.99,22,1,2,,201308054248002,356,1,307,20,C,BAY,GNHL,,12,,12,,12,2001,1,,
2013,59,Sheepshead,8,12,120,1,,548,603,23.74,23,2,,,201308120120001,356,1,307,20,R,BAY,GNHL,,22,,22,,22,1991,1,,
2013,60,Sheepshead,8,30,4330,1,,543,596,23.46,23,2,2,,201309114330001,356,1,307,20,R,BAY,GNHL,,22,22,22,22,22,1991,1,,1
2013,61,Sheepshead,8,30,4330,2,,543,596,23.46,23,2,2,,201308304330002,356,1,307,20,R,BAY,GNHL,,8,,8,,8,2005,1,,
2013,62,Sheepshead,9,1,4286,1,,289,321,12.64,12,1,2,,201309054286001,356,1,307,20,C,BAY,GNHL,,2,3,2,2,2,2011,1,,1
2013,63,Sheepshead,9,1,4286,2,,311,342,13.46,13,1,2,,201309054286002,356,1,307,20,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,64,Sheepshead,9,1,4329,1,,534,606,23.86,23,1,2,,201309114329001,356,1,307,20,R,BAY,GNHL,,22,,21,,22,1991,1,1,
2013,65,Sheepshead,9,1,4329,2,,551,612,24.09,24,1,2,,201309114329002,356,1,307,20,R,BAY,GNHL,,11,,11,,11,2002,1,,
2013,66,Sheepshead,9,1,4329,3,,465,517,20.35,20,1,2,,201309114329003,356,1,307,20,R,BAY,GNHL,,7,7,7,7,7,2006,1,,1
2013,67,Sheepshead,9,1,4329,4,,484,539,21.22,21,1,2,,201309114329004,356,1,307,20,R,BAY,GNHL,,5,6,5,5,5,2008,1,,1
2013,68,Sheepshead,9,7,4307,1,,438,482,18.98,18,,,,201309094307001,356,6,307,20,C,BAY,GNHL,,,,,,,,,,
2013,69,Sheepshead,9,12,4338,1,,429,478,18.82,18,1,2,,201309184338001,356,1,307,20,R,BAY,GNHL,,5,,5,,5,2008,1,,
2013,70,Sheepshead,9,12,4338,2,,431,480,18.9,18,2,2,,201309184338002,356,1,307,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,71,Sheepshead,9,12,4338,3,,441,493,19.41,19,1,2,,201309184338003,356,1,307,20,R,BAY,GNHL,,6,,5,,6,2007,1,1,
2013,72,Sheepshead,9,12,4340,1,,485,530,20.87,20,1,2,,201309184340001,356,1,306,20,R,BAY,GNHL,,6,,6,,6,2007,1,,
2013,73,Sheepshead,9,12,4340,2,,476,527,20.75,20,1,2,,201309184340002,356,1,306,20,R,BAY,GNHL,,6,,6,,6,2007,1,,
2013,74,Sheepshead,9,12,4340,3,,547,601,23.66,23,2,5,,201309184340003,356,1,306,20,R,BAY,GNHL,,12,12,11,12,12,2001,1,1,1
2013,75,Sheepshead,9,20,2421,1,2.23,330,360,14.17,14,2,4,,201309202421001,356,1,306,142,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,76,Sheepshead,9,24,4361,1,0.82,241,261,10.28,10,1,2,,201309244361001,356,1,307,70,C,BAY,OTHERS,,1,1,1,1,1,2012,1,,1
2013,77,Sheepshead,9,30,2442,1,12.55,565,616,24.25,24,1,4,,201309302442001,356,1,306,142,C,BAY,GNHL,,16,16,16,17,16,1997,1,,1
2013,78,Sheepshead,10,1,4386,1,2.25,321,354,13.94,13,1,2,,201310034386001,356,1,307,70,C,BAY,OTHERS,,2,,2,,2,2011,1,,
2013,79,Sheepshead,10,1,4392,1,,356,388,15.28,15,1,2,,201310164392001,356,1,324,20,R,BAY,GNHL,,2,,2,,2,2011,1,,
2013,80,Sheepshead,10,2,2469,1,2.63,343,378,14.88,14,2,2,,201310022469001,356,1,306,142,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,81,Sheepshead,10,6,4395,1,,470,518,20.39,20,2,2,,201310164395001,356,1,306,20,R,BAY,GNHL,,6,6,6,6,6,2007,1,,1
2013,82,Sheepshead,10,17,4401,1,,314,353,13.9,13,2,2,,201310224401001,356,1,307,20,R,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,83,Sheepshead,10,17,4401,2,,347,385,15.16,15,2,2,,201310224401002,356,1,307,20,R,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,84,Sheepshead,10,21,2531,1,2.46,327,360,14.17,14,,,,201310212531001,356,1,306,142,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,85,Sheepshead,10,21,2531,2,2,313,340,13.39,13,,,,201310212531002,356,1,306,142,C,BAY,GNHL,,2,,2,,2,2011,1,,
2013,86,Sheepshead,10,21,2531,3,2.86,349,386,15.2,15,,,,201310212531003,356,1,306,142,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,87,Sheepshead,10,22,2546,1,10.82,545,600,23.62,23,1,2,,201310222546001,356,1,308,100,C,BAY,GNHL,,16,,16,,16,1997,1,,
2013,88,Sheepshead,10,22,4400,1,,524,571,22.48,22,2,2,,201310224400001,356,1,307,20,R,BAY,GNHL,,12,12,11,12,12,2001,1,1,1
2013,89,Sheepshead,10,28,2566,1,0.21,152,164,6.46,6,,,,201310282566001,356,1,306,142,C,BAY,GNHL,,0,,0,,0,2013,1,,
2013,90,Sheepshead,10,28,2570,1,2.88,368,398,15.67,15,2,2,,201310282570001,356,1,306,142,C,BAY,GNHL,,2,2,2,2,2,2011,1,,1
2013,91,Sheepshead,10,28,2570,2,1.45,285,310,12.2,12,2,2,,201310282570002,356,1,306,142,C,BAY,GNHL,,1,,1,,1,2012,1,,
