YEAR,AGID,SPNAME,MONTH,DAY,BATCH,ENVNO,WEIGHT,FORK,TOTAL,TOTAL2,SIZE,SEX,STAGE,COMMENT,FISHID,SPEC_GROUP,STRUC,WATER,GEAR,TYPE,AREA,GEARTYPE,SELECTED,READER1,READER1PREC,READER2,READER2PREC,OTOAGE,YOBOTO,OTOAGED,DIFFERENCE,selection.50
2015,73,Sheepshead,8,13,254,2,,417,457,17.99,17,1,2,,201508130254002,356,1,306,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,74,Sheepshead,8,13,254,3,,416,461,18.15,18,2,3,,201508130254003,356,1,306,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,79,Sheepshead,8,15,260,2,,420,458,18.03,18,1,2,,201508150260002,356,1,306,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,82,Sheepshead,8,16,273,3,,339,369,14.53,14,1,1,,201508160273003,356,1,307,20,R,BAY,GNHL,,2,2,2,2,2,2013,1,,1
2015,84,Sheepshead,8,16,273,5,,478,526,20.71,20,2,3,,201508160273005,356,1,307,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,86,Sheepshead,8,17,277,1,,476,532,20.94,20,1,2,,201508170277001,356,1,307,20,R,BAY,GNHL,,8,8,8,8,8,2007,1,,1
2015,88,Sheepshead,8,23,291,2,9.75,554,618,24.33,24,1,2,,201508230291002,356,1,307,20,R,BAY,GNHL,,23,23,23,23,23,1992,1,,1
2015,93,Sheepshead,8,24,288,2,,496,558,21.97,21,1,2,,201508240288002,356,1,307,20,R,BAY,GNHL,,8,8,8,8,8,2007,1,,1
2015,97,Sheepshead,9,8,294,1,,526,582,22.91,22,2,3,,201509080294001,356,1,307,20,R,BAY,GNHL,,18,18,15,18,18,1997,1,,1
2015,101,Sheepshead,9,12,293,4,,385,430,16.93,16,2,3,,201509120293004,356,1,305,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,102,Sheepshead,9,13,301,1,,516,555,21.85,21,3,,,201509130301001,356,1,307,20,R,BAY,GNHL,,24,24,24,24,24,1991,1,,1
2015,103,Sheepshead,9,13,301,2,,539,600,23.62,23,2,2,,201509130301002,356,1,307,20,R,BAY,GNHL,,18,18,18,18,18,1997,1,,1
2015,107,Sheepshead,9,16,302,1,,506,552,21.73,21,2,3,,201509160302001,356,1,307,20,R,BAY,GNHL,,18,18,17,18,18,1997,1,,1
2015,108,Sheepshead,9,17,300,1,12.6,574,640,25.2,25,2,3,,201509170300001,356,1,307,20,R,BAY,GNHL,,27,27,27,26,27,1988,1,,1
2015,110,Sheepshead,9,17,300,3,10.6,534,594,23.39,23,2,3,,201509170300003,356,1,307,20,R,BAY,GNHL,,14,14,14,14,14,2001,1,,1
2015,111,Sheepshead,9,17,300,4,11,510,563,22.17,22,2,3,,201509170300004,356,1,307,20,R,BAY,GNHL,,18,18,18,18,18,1997,1,,1
2015,112,Sheepshead,9,18,299,1,,390,433,17.05,17,2,3,,201509180299001,356,1,306,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,114,Sheepshead,9,24,2484,2,14.52,592,659,25.94,25,2,3,,201509242484002,356,1,306,142,C,BAY,GNHL,,14,14,14,14,14,2001,1,,1
2015,117,Sheepshead,10,11,323,1,,405,442,17.4,17,1,2,,201510110323001,356,1,306,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,118,Sheepshead,10,11,323,2,,409,458,18.03,18,2,2,,201510110323002,356,1,306,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,120,Sheepshead,10,17,327,1,,423,466,18.35,18,2,3,,201510170327001,356,1,307,20,R,BAY,GNHL,,4,4,4,4,4,2011,1,,1
2015,121,Sheepshead,11,9,2608,1,2.87,376,416,16.38,16,1,2,,201511092608001,356,1,306,142,C,BAY,GNHL,,3,3,3,3,3,2012,1,,1
2015,2,Sheepshead,5,6,2108,2,3.8,411,447,17.6,17,1,2,,201505062108002,356,1,306,142,C,BAY,GNHL,,4,,4,,4,2011,1,,
2015,3,Sheepshead,5,8,2138,1,,547,597,23.5,23,2,3,,201505082138000.00.0,356,1,306,20,R,BAY,GNHL,,14,,14,,14,2001,1,,
2015,4,Sheepshead,5,15,2133,1,2.75,390,429,16.89,16,1,2,,201505152133001,356,1,306,142,C,BAY,GNHL,,4,,4,,4,2011,1,,
2015,6,Sheepshead,5,24,65,2,,581,640,25.2,25,2,5,,201505240065002,356,1,307,20,R,BAY,GNHL,,18,,19,,19,1996,1,,
2015,7,Sheepshead,5,24,65,3,,584,652,25.67,25,2,5,,201505240065003,356,1,307,20,R,BAY,GNHL,,18,,18,,18,1997,1,,
2015,8,Sheepshead,5,24,65,4,,531,580,22.83,22,2,5,,201505240065004,356,1,307,20,R,BAY,GNHL,,21,,21,,21,1994,1,,
2015,9,Sheepshead,5,24,65,5,,537,596,23.46,23,2,4,,201505240065005,356,1,307,20,R,BAY,GNHL,,9,,9,,9,2006,1,,
2015,10,Sheepshead,5,24,65,6,,498,556,21.89,21,3,,,201505240065006,356,1,307,20,R,BAY,GNHL,,9,,9,,9,2006,1,,
2015,11,Sheepshead,5,27,48,1,,408,447,17.6,17,2,3,,201505270048001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,12,Sheepshead,5,27,48,2,,404,450,17.72,17,2,3,,201505270048002,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,13,Sheepshead,5,27,48,3,,540,591,23.27,23,2,3,,201505270048003,356,1,307,20,R,BAY,GNHL,,14,,14,,14,2001,1,,
2015,14,Sheepshead,5,27,48,4,,514,573,22.56,22,1,3,,201505270048004,356,1,307,20,R,BAY,GNHL,,14,,14,,14,2001,1,,
2015,16,Sheepshead,5,27,48,6,,447,495,19.49,19,1,3,,201505270048006,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,18,Sheepshead,5,27,48,8,,418,470,18.5,18,2,3,,201505270048008,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,19,Sheepshead,5,27,48,9,,409,455,17.91,17,1,2,,201505270048009,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,23,Sheepshead,5,31,51,1,,426,469,18.46,18,2,3,,201505310051001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,24,Sheepshead,6,1,75,1,,413,453,17.83,17,2,3,,201506010075001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,25,Sheepshead,6,1,75,2,,441,477,18.78,18,2,2,,201506010075002,356,1,307,20,R,BAY,GNHL,,8,,8,,8,2007,1,,
2015,26,Sheepshead,6,1,75,3,,379,420,16.54,16,1,3,,201506010075003,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,28,Sheepshead,6,7,84,1,,381,432,17.01,17,2,3,,201506070084001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,29,Sheepshead,6,13,91,1,,469,517,20.35,20,1,3,,201506130091001,356,1,307,20,R,BAY,GNHL,,8,,8,,8,2007,1,,
2015,30,Sheepshead,6,13,91,2,,530,583,22.95,22,1,2,,201506130091002,356,1,307,20,R,BAY,GNHL,,18,,18,,18,1997,1,,
2015,32,Sheepshead,6,19,115,1,,419,454,17.87,17,2,3,,201506190115001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,34,Sheepshead,6,20,106,1,,433,470,18.5,18,2,3,,201506200106001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,35,Sheepshead,6,24,131,1,8.88,505,553,21.77,21,1,3,"""TAIL DAMAGED""",201506240131001,356,1,307,20,R,BAY,GNHL,,17,,17,,17,1998,1,,
2015,36,Sheepshead,7,3,144,1,,356,387,15.24,15,2,2,,201507030144001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,37,Sheepshead,7,3,144,2,,418,461,18.15,18,1,2,,201507030144002,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,38,Sheepshead,7,3,165,1,,562,623,24.53,24,1,3,,201507030165001,356,1,307,20,R,BAY,GNHL,,14,,13,,13,2002,1,,
2015,39,Sheepshead,7,3,165,2,,447,489,19.25,19,1,2,,201507030165002,356,1,307,20,R,BAY,GNHL,,8,,8,,8,2007,1,,
2015,40,Sheepshead,7,3,165,3,,378,418,16.46,16,2,3,,201507030165003,356,1,307,20,R,BAY,GNHL,,6,,6,,6,2009,1,,
2015,41,Sheepshead,7,5,145,1,,423,466,18.35,18,2,2,,201507050145001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,44,Sheepshead,7,7,166,2,,431,480,18.9,18,1,2,,201507070166002,356,1,306,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,45,Sheepshead,7,7,166,3,,542,599,23.58,23,1,2,,201507070166003,356,1,306,20,R,BAY,GNHL,,19,,18,,19,1996,1,,
2015,50,Sheepshead,7,8,176,5,,387,425,16.73,16,2,3,,201507080176005,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,53,Sheepshead,7,8,176,8,,428,469,18.46,18,2,3,,201507080176008,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,57,Sheepshead,7,30,236,1,,536,592,23.31,23,2,3,,201507300236001,356,1,306,20,R,BAY,GNHL,,18,,17,,18,1997,1,,
2015,58,Sheepshead,7,30,2303,1,5.56,474,522,20.55,20,1,2,,201507302303001,356,1,306,142,C,BAY,GNHL,,4,,4,,4,2011,1,,
2015,60,Sheepshead,8,1,224,2,,423,467,18.39,18,2,1,,201508010224002,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,61,Sheepshead,8,1,224,3,,460,513,20.2,20,1,2,,201508010224003,356,1,307,20,R,BAY,GNHL,,9,,8,,9,2006,1,,
2015,62,Sheepshead,8,1,224,4,,375,420,16.54,16,1,1,,201508010224004,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,63,Sheepshead,8,1,237,1,,479,513,20.2,20,2,2,,201508010237001,356,1,307,20,R,BAY,GNHL,,6,,7,,7,2008,1,,
2015,69,Sheepshead,8,1,237,7,,392,436,17.17,17,2,3,,201508010237007,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,71,Sheepshead,8,11,308,1,,515,570,22.44,22,1,2,,201508110308001,356,1,307,20,R,BAY,GNHL,,12,,12,,12,2003,1,,
2015,72,Sheepshead,8,13,254,1,,401,442,17.4,17,2,3,,201508130254001,356,1,306,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,75,Sheepshead,8,14,263,1,,536,593,23.35,23,2,2,,201508140263001,356,1,307,20,R,BAY,GNHL,,18,,17,,18,1997,1,,
2015,76,Sheepshead,8,14,263,2,,508,577,22.72,22,2,3,,201508140263002,356,1,307,20,R,BAY,GNHL,,18,,19,,18,1997,1,,
2015,77,Sheepshead,8,14,309,1,,510,577,22.72,22,2,3,,201508140309001,356,1,307,20,R,BAY,GNHL,,10,,9,,12,2003,1,,
2015,78,Sheepshead,8,15,260,1,,565,630,24.8,24,1,2,,201508150260001,356,1,306,20,R,BAY,GNHL,,18,,18,,18,1997,1,,
2015,80,Sheepshead,8,16,273,1,,489,543,21.38,21,2,2,,201508160273001,356,1,307,20,R,BAY,GNHL,,10,,9,,10,2005,1,,
2015,81,Sheepshead,8,16,273,2,,400,438,17.24,17,2,3,,201508160273002,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,83,Sheepshead,8,16,273,4,,485,540,21.26,21,1,2,,201508160273004,356,1,307,20,R,BAY,GNHL,,8,,7,,7,2008,1,,
2015,85,Sheepshead,8,16,273,6,,473,527,20.75,20,1,2,,201508160273006,356,1,307,20,R,BAY,GNHL,,8,,8,,8,2007,1,,
2015,87,Sheepshead,8,23,291,1,10.75,570,632,24.88,24,2,3,,201508230291001,356,1,307,20,R,BAY,GNHL,,18,,17,,18,1997,1,,
2015,89,Sheepshead,8,23,291,3,7.75,,557,21.93,21,2,,,201508230291003,356,1,307,20,R,BAY,GNHL,,8,,8,,8,2007,1,,
2015,90,Sheepshead,8,23,291,4,11,564,621,24.45,24,1,2,,201508230291004,356,6,307,20,R,BAY,GNHL,,,,,,,,,,
2015,91,Sheepshead,8,23,312,1,,555,617,24.29,24,1,2,,201508230312001,356,1,306,20,R,BAY,GNHL,,14,,14,,14,2001,1,,
2015,92,Sheepshead,8,24,288,1,,387,431,16.97,16,2,2,,201508240288001,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,94,Sheepshead,8,24,288,3,,485,540,21.26,21,2,2,,201508240288003,356,1,307,20,R,BAY,GNHL,,17,,17,,17,1998,1,,
2015,95,Sheepshead,8,26,290,1,4.5,421,465,18.31,18,1,2,,201508260290001,356,6,307,20,R,BAY,GNHL,,,,,,,,,,
2015,96,Sheepshead,8,26,290,2,4.1,435,476,18.74,18,2,2,,201508260290002,356,1,307,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,98,Sheepshead,9,12,293,1,,484,540,21.26,21,1,2,,201509120293001,356,1,305,20,R,BAY,GNHL,,9,,9,,9,2006,1,,
2015,99,Sheepshead,9,12,293,2,,482,538,21.18,21,1,3,,201509120293002,356,1,305,20,R,BAY,GNHL,,11,,9,,10,2005,1,,
2015,100,Sheepshead,9,12,293,3,,441,488,19.21,19,1,3,,201509120293003,356,1,305,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
2015,104,Sheepshead,9,13,301,3,,497,545,21.46,21,2,2,,201509130301003,356,1,307,20,R,BAY,GNHL,,14,,14,,14,2001,1,,
2015,105,Sheepshead,9,13,301,4,,565,596,23.46,23,2,3,,201509130301004,356,1,307,20,R,BAY,GNHL,,31,,33,,32,1983,1,,
2015,106,Sheepshead,9,13,301,5,,587,639,25.16,25,2,3,,201509130301005,356,1,307,20,R,BAY,GNHL,,21,,21,,21,1994,1,,
2015,109,Sheepshead,9,17,300,2,10.6,520,580,22.83,22,1,4,,201509170300002,356,1,307,20,R,BAY,GNHL,,9,,9,,9,2006,1,,
2015,113,Sheepshead,9,24,2484,1,6.24,473,524,20.63,20,1,3,,201509242484001,356,1,306,142,C,BAY,GNHL,,4,,4,,4,2011,1,,
2015,115,Sheepshead,9,29,2510,1,8.55,525,583,22.95,22,2,2,,201509292510001,356,1,308,100,C,BAY,GNHL,,8,,7,,8,2007,1,,
2015,116,Sheepshead,9,29,2511,1,3.52,396,441,17.36,17,1,2,,201509292511001,356,1,306,142,C,BAY,GNHL,,4,,4,,4,2011,1,,
2015,119,Sheepshead,10,11,336,1,,410,453,17.83,17,2,2,,201510110336001,356,1,306,20,R,BAY,GNHL,,4,,4,,4,2011,1,,
